Feature,XGBoost Accuracy,XGBoost Precision,XGBoost Recall,XGBoost F1 Score
"optional_revenue_yr_confirmed, optional_stage",0.7061728395061728,0.8375350140056023,0.6242171189979123,0.7153110047846889
"optional_revenue_yr_confirmed, support_amount",0.7604938271604939,0.7469670710571924,0.8997912317327766,0.8162878787878788
"optional_revenue_yr_confirmed, support_amount",0.7604938271604939,0.7469670710571924,0.8997912317327766,0.8162878787878788
"optional_stage, support_amount",0.6950617283950618,0.6979522184300341,0.8538622129436325,0.7680751173708921
"optional_stage, support_amount",0.6950617283950618,0.6979522184300341,0.8538622129436325,0.7680751173708921
"unique_id, disbursement_date, loan_investment_amount",0.9197530864197531,0.904296875,0.9665970772442589,0.9344096871846619
"unique_id, disbursement_date, loan_investment_amount",0.9197530864197531,0.904296875,0.9665970772442589,0.9344096871846619
"unique_id, disbursement_date, loan_investment_amount",0.9197530864197531,0.904296875,0.9665970772442589,0.9344096871846619
"unique_id, disbursement_date, lender_insurance_premium",0.9185185185185185,0.9025341130604289,0.9665970772442589,0.9334677419354838
"unique_id, disbursement_date, lender_insurance_premium",0.9185185185185185,0.9025341130604289,0.9665970772442589,0.9334677419354838
"unique_id, disbursement_date, lender_insurance_premium",0.9185185185185185,0.9025341130604289,0.9665970772442589,0.9334677419354838
"unique_id, disbursement_date, metro_type",0.9074074074074074,0.8976377952755905,0.9519832985386222,0.9240121580547113
"unique_id, disbursement_date, metro_type",0.9074074074074074,0.8976377952755905,0.9519832985386222,0.9240121580547113
"unique_id, disbursement_date, metro_type",0.9074074074074074,0.8976377952755905,0.9519832985386222,0.9240121580547113
"unique_id, disbursement_date, LMI_type",0.9111111111111111,0.8966861598440545,0.9603340292275574,0.9274193548387096
"unique_id, disbursement_date, LMI_type",0.9111111111111111,0.8966861598440545,0.9603340292275574,0.9274193548387096
"unique_id, disbursement_date, LMI_type",0.9111111111111111,0.8966861598440545,0.9603340292275574,0.9274193548387096
"unique_id, disbursement_date, revenue",0.9098765432098765,0.9027777777777778,0.9498956158663883,0.925737538148525
"unique_id, disbursement_date, revenue",0.9098765432098765,0.9027777777777778,0.9498956158663883,0.925737538148525
"unique_id, disbursement_date, revenue",0.9098765432098765,0.9027777777777778,0.9498956158663883,0.925737538148525
"unique_id, disbursement_date, full_time_employees",0.9,0.896414342629482,0.9394572025052192,0.9174311926605504
"unique_id, disbursement_date, full_time_employees",0.9,0.896414342629482,0.9394572025052192,0.9174311926605504
"unique_id, disbursement_date, full_time_employees",0.9,0.896414342629482,0.9394572025052192,0.9174311926605504
"unique_id, disbursement_date, naics_code",0.9024691358024691,0.9,0.9394572025052192,0.9193054136874362
"unique_id, disbursement_date, naics_code",0.9024691358024691,0.9,0.9394572025052192,0.9193054136874362
"unique_id, disbursement_date, naics_code",0.9024691358024691,0.9,0.9394572025052192,0.9193054136874362
"unique_id, disbursement_date, jobs_created",0.908641975308642,0.8978388998035364,0.954070981210856,0.9251012145748988
"unique_id, disbursement_date, jobs_created",0.908641975308642,0.8978388998035364,0.954070981210856,0.9251012145748988
"unique_id, disbursement_date, jobs_created",0.908641975308642,0.8978388998035364,0.954070981210856,0.9251012145748988
"unique_id, disbursement_date, lender_type_category",0.9148148148148149,0.9019607843137255,0.9603340292275574,0.930232558139535
"unique_id, disbursement_date, lender_type_category",0.9148148148148149,0.9019607843137255,0.9603340292275574,0.930232558139535
"unique_id, disbursement_date, lender_type_category",0.9148148148148149,0.9019607843137255,0.9603340292275574,0.930232558139535
"unique_id, disbursement_date, optional_primary_use_of_funds",0.9024691358024691,0.9,0.9394572025052192,0.9193054136874362
"unique_id, disbursement_date, optional_primary_use_of_funds",0.9024691358024691,0.9,0.9394572025052192,0.9193054136874362
"unique_id, disbursement_date, optional_primary_use_of_funds",0.9024691358024691,0.9,0.9394572025052192,0.9193054136874362
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.917283950617284,0.9103585657370518,0.954070981210856,0.9317023445463812
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.917283950617284,0.9103585657370518,0.954070981210856,0.9317023445463812
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.917283950617284,0.9103585657370518,0.954070981210856,0.9317023445463812
"unique_id, disbursement_date, optional_stage",0.908641975308642,0.8994082840236687,0.9519832985386222,0.9249492900608519
"unique_id, disbursement_date, optional_stage",0.908641975308642,0.8994082840236687,0.9519832985386222,0.9249492900608519
"unique_id, disbursement_date, optional_stage",0.908641975308642,0.8994082840236687,0.9519832985386222,0.9249492900608519
"unique_id, disbursement_date, support_amount",0.9061728395061729,0.899009900990099,0.9478079331941545,0.9227642276422765
"unique_id, disbursement_date, support_amount",0.9061728395061729,0.899009900990099,0.9478079331941545,0.9227642276422765
"unique_id, disbursement_date, support_amount",0.9061728395061729,0.899009900990099,0.9478079331941545,0.9227642276422765
"unique_id, loan_investment_amount, lender_insurance_premium",0.9098765432098765,0.8980392156862745,0.9561586638830898,0.9261880687563195
"unique_id, loan_investment_amount, lender_insurance_premium",0.9098765432098765,0.8980392156862745,0.9561586638830898,0.9261880687563195
"unique_id, loan_investment_amount, lender_insurance_premium",0.9098765432098765,0.8980392156862745,0.9561586638830898,0.9261880687563195
