Feature,Neural Network Accuracy
"unique_id, jobs_created, support_amount",0.7567901015281677
"unique_id, jobs_created, support_amount",0.7567901015281677
"unique_id, jobs_created, support_amount",0.7567901015281677
"unique_id, lender_type_category, optional_primary_use_of_funds",0.8358024954795837
"unique_id, lender_type_category, optional_primary_use_of_funds",0.8358024954795837
"unique_id, lender_type_category, optional_primary_use_of_funds",0.8358024954795837
"unique_id, lender_type_category, optional_revenue_yr_confirmed",0.8543210029602051
"unique_id, lender_type_category, optional_revenue_yr_confirmed",0.8543210029602051
"unique_id, lender_type_category, optional_revenue_yr_confirmed",0.8543210029602051
"unique_id, lender_type_category, optional_stage",0.8444444537162781
"unique_id, lender_type_category, optional_stage",0.8444444537162781
"unique_id, lender_type_category, optional_stage",0.8444444537162781
"unique_id, lender_type_category, support_amount",0.8246913552284241
"unique_id, lender_type_category, support_amount",0.8246913552284241
"unique_id, lender_type_category, support_amount",0.8246913552284241
"unique_id, optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.855555534362793
"unique_id, optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.855555534362793
"unique_id, optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.855555534362793
"unique_id, optional_primary_use_of_funds, optional_stage",0.8530864119529724
"unique_id, optional_primary_use_of_funds, optional_stage",0.8530864119529724
"unique_id, optional_primary_use_of_funds, optional_stage",0.8530864119529724
"unique_id, optional_primary_use_of_funds, support_amount",0.855555534362793
"unique_id, optional_primary_use_of_funds, support_amount",0.855555534362793
"unique_id, optional_primary_use_of_funds, support_amount",0.855555534362793
"unique_id, optional_revenue_yr_confirmed, optional_stage",0.8580247163772583
"unique_id, optional_revenue_yr_confirmed, optional_stage",0.8580247163772583
"unique_id, optional_revenue_yr_confirmed, optional_stage",0.8580247163772583
"unique_id, optional_revenue_yr_confirmed, support_amount",0.8493826985359192
"unique_id, optional_revenue_yr_confirmed, support_amount",0.8493826985359192
"unique_id, optional_revenue_yr_confirmed, support_amount",0.8493826985359192
"unique_id, optional_stage, support_amount",0.8148148059844971
"unique_id, optional_stage, support_amount",0.8148148059844971
"unique_id, optional_stage, support_amount",0.8148148059844971
"disbursement_date, loan_investment_amount, lender_insurance_premium",0.6123456954956055
"disbursement_date, loan_investment_amount, lender_insurance_premium",0.6123456954956055
"disbursement_date, loan_investment_amount, lender_insurance_premium",0.6123456954956055
"disbursement_date, loan_investment_amount, metro_type",0.6209876537322998
"disbursement_date, loan_investment_amount, metro_type",0.6209876537322998
"disbursement_date, loan_investment_amount, metro_type",0.6209876537322998
"disbursement_date, loan_investment_amount, LMI_type",0.6123456954956055
"disbursement_date, loan_investment_amount, LMI_type",0.6123456954956055
